name,id,parent_id,parent_name
11-beta-hydroxylase deficiency,emPe0TpyP2-,mW8L2s5rTF7,Inborn errors of steroid synthesis
11-deoxycorticosterone increased,Pt-11_2TslD,rrzIMtRXi4B,Adrenal cortex tests
11-deoxycortisol increased,r8PxZEI6yeC,rrzIMtRXi4B,Adrenal cortex tests
17 ketosteroids urine decreased,OHj9R_0Dhx5,CqdDHu4G7b6,Reproductive hormone analyses
17 ketosteroids urine increased,KGOywXdsp0C,CqdDHu4G7b6,Reproductive hormone analyses
17-hydroxyprogesterone decreased,n3L9XZMAirG,rrzIMtRXi4B,Adrenal cortex tests
17-hydroxyprogesterone increased,rceJ8eQT7SF,rrzIMtRXi4B,Adrenal cortex tests
5'nucleotidase decreased,5bZ4c4wzFa6,WvYkDogP6w_,Hepatobiliary function diagnostic procedures
5'nucleotidase increased,9gzdjm2QarC,WvYkDogP6w_,Hepatobiliary function diagnostic procedures
5-alpha-reductase deficiency,tSO5zEH7ICF,mW8L2s5rTF7,Inborn errors of steroid synthesis
5-hydroxyindolacetic acid,cgWqGxsOVn6,w2bZBwB2HLE,Metabolism tests NEC
5-hydroxyindolacetic acid decreased,imubaaJR5-H,w2bZBwB2HLE,Metabolism tests NEC
Abdominal abscess,ct6FFvzsROF,68n-k3PXXo9,Abdominal and gastrointestinal infections
Abdominal adhesions,RjqIcZnhZZA,95r91bQJLPF,Peritoneal and retroperitoneal fibrosis and adhesions
Abdominal bruit,aoM8XNHtQ1G,8UFgAbk2suC,Vascular auscultatory investigations
Abdominal cavity drainage,cIJ_spf_WmC,7BSQngvLuAB,Abdominal therapeutic procedures NEC
Abdominal compartment syndrome,liOj0cFGUYE,Qw-MH8yuUxD,Gastrointestinal disorders NEC
Abdominal discomfort,hlNQ3JAxhGB,1WZ-Z1phK1C,Gastrointestinal signs and symptoms NEC
Abdominal distension,RnS8byxQlm4,rqS8BM4X2gC,"Flatulence, bloating and distension"
Abdominal fat apron,Q1_scoXsG08,5jL2Ca78zd5,Abdominal wall conditions NEC
Abdominal hernia,-Zb4voSBZuD,FhKe2RGtwY7,Abdominal hernias NEC
Abdominal hernia obstructive,OEETxVdKb1D,FhKe2RGtwY7,Abdominal hernias NEC
Abdominal hernia perforation,1X9piIBNGnD,FhKe2RGtwY7,Abdominal hernias NEC
Abdominal infection,7ONNh7Qf_G4,68n-k3PXXo9,Abdominal and gastrointestinal infections
Abdominal injury,d6jY_trc5E9,wlHOzTCFxT_,Abdominal and gastrointestinal injuries NEC
Abdominal lymphadenopathy,yl181tT20J4,p6aY0R12RDE,Lymphatic system disorders NEC
Abdominal mass,mUECrNTHzNG,wnfG5cwYrCF,Abdominal findings abnormal
Abdominal neoplasm,i0LC0ocjHvE,fgB1XTn7blG,Neoplasms unspecified malignancy and site unspecified NEC
Abdominal operation,GsXZ0Le7ZG4,7BSQngvLuAB,Abdominal therapeutic procedures NEC
Abdominal pain,xe3Wo3TBS8D,96ZI2HLJWl7,Gastrointestinal and abdominal pains (excl oral and throat)
Abdominal pain lower,QAfm9lWqerE,96ZI2HLJWl7,Gastrointestinal and abdominal pains (excl oral and throat)
Abdominal pain upper,POFNBsWEdi6,96ZI2HLJWl7,Gastrointestinal and abdominal pains (excl oral and throat)
Abdominal panniculectomy,-rDMXPc6K0-,7BSQngvLuAB,Abdominal therapeutic procedures NEC
Abdominal rebound tenderness,Hg5t0iBOMv4,96ZI2HLJWl7,Gastrointestinal and abdominal pains (excl oral and throat)
Abdominal rigidity,kPENEohZ0b_,96ZI2HLJWl7,Gastrointestinal and abdominal pains (excl oral and throat)
Abdominal sepsis,pagtNP7Khk4,Uhy7h3kIm6D,"Sepsis, bacteraemia, viraemia and fungaemia NEC"
Abdominal strangulated hernia,4Vv4darCpzA,FhKe2RGtwY7,Abdominal hernias NEC
Abdominal symptom,ezoevkmVQ-4,1WZ-Z1phK1C,Gastrointestinal signs and symptoms NEC
Abdominal tenderness,8K57PhkDrsF,96ZI2HLJWl7,Gastrointestinal and abdominal pains (excl oral and throat)
Abdominal wall abscess,OwH3c7gUoRG,68n-k3PXXo9,Abdominal and gastrointestinal infections
Abdominal wall anomaly,aNjSGQV3D0E,d2B9tCL-UO8,Gastrointestinal tract disorders congenital NEC
Abdominal wall disorder,VLK-2z4aJt4,5jL2Ca78zd5,Abdominal wall conditions NEC
Abdominal wall haematoma,KH83frBN_UH,5jL2Ca78zd5,Abdominal wall conditions NEC
Abdominal wall haemorrhage,08tIWu-kAp7,5jL2Ca78zd5,Abdominal wall conditions NEC
Abdominal wall infection,ttGnjJ94zE5,68n-k3PXXo9,Abdominal and gastrointestinal infections
Abdominal wall neoplasm,iGEl-_P60_A,t9MS84PLLkH,Gastrointestinal neoplasms malignancy unspecified NEC
Abdominal wall oedema,qCtBXuwnF84,5jL2Ca78zd5,Abdominal wall conditions NEC
Abdominal wall wound,DI2yBIRIVD9,wlHOzTCFxT_,Abdominal and gastrointestinal injuries NEC
Abdominal wound dehiscence,R3H8-8evM6B,RSXlaTm7ByH,Gastrointestinal and hepatobiliary procedural complications
Abdominal X-ray,mNyC2foACQB,p-2jKUQbYrE,Gastrointestinal and abdominal imaging procedures
Abdominoplasty,4cJdCi-RAPC,7BSQngvLuAB,Abdominal therapeutic procedures NEC
Aberrant aortic arch,HYNHRxKhtR9,94BDf8M0_ZD,Great vessel disorders congenital
Aberrant motor behaviour,weI4UJ3FCKE,Ut7sNbDK0HD,Abnormal behaviour NEC
Abnormal behaviour,gh2YgKZcJcC,Ut7sNbDK0HD,Abnormal behaviour NEC
Abnormal clotting factor,-_ewao_w1F6,8KpRT-hL3e_,Coagulopathies
Abnormal DNA methylation,oy-KDaEgy5C,stYkKCRS5n8,Gene mutations and other alterations NEC
Abnormal dreams,kko9MOIl4i6,peu3jGM-Jb8,Parasomnias
Abnormal faeces,97-3KBz8DED,BRRezREtDv_,Faecal abnormalities NEC
Abnormal involuntary movement scale,oIo2zCKbss7,1PaLNhp_ezG,Neurologic diagnostic procedures
Abnormal labour,21uTgwTeZ66,CG5Np6I3UK8,Maternal complications of labour NEC
Abnormal loss of weight,KD6_KqH8UP-,RHZcdtxQMa8,General nutritional disorders NEC
Abnormal palmar/plantar creases,gc11fmDsat7,7pgv1FAqM8-,Skin and subcutaneous tissue disorders congenital NEC
Abnormal product of conception,I65Y8sm5QtA,hR_LQt4A5OH,Abortion related conditions and complications
Abnormal sensation in eye,-Bv2l9hg4d4,rQLkawrkMr9,Ocular sensation disorders
Abnormal sleep-related event,L3_vSMaKRW4,peu3jGM-Jb8,Parasomnias
Abnormal uterine bleeding,Dc84j9usz26,6iOCads_nPC,Menstruation and uterine bleeding NEC
Abnormal weight gain,HGR5eqQBjF6,RHZcdtxQMa8,General nutritional disorders NEC
Abnormal withdrawal bleeding,cogk8krfHT8,6iOCads_nPC,Menstruation and uterine bleeding NEC
Aborted pregnancy,RXU25bK-7h_,YP_tFvbHGFF,Pregnancy related circumstances
Abortion,vb-aST9Bdc-,QSRFQ8kZ9T4,Abortions not specified as induced or spontaneous
Abortion complete,OoGFbFLIftF,QSRFQ8kZ9T4,Abortions not specified as induced or spontaneous
Abortion complicated,4gTtC_y3EGH,QSRFQ8kZ9T4,Abortions not specified as induced or spontaneous
Abortion early,S4eLaFP-Rm7,QSRFQ8kZ9T4,Abortions not specified as induced or spontaneous
Abortion incomplete,TBiaACKAf44,QSRFQ8kZ9T4,Abortions not specified as induced or spontaneous
Abortion induced,YY3tYQKfSw4,NUFSw65--7D,Induced abortions
Abortion infected,e5Pf3UEcgz7,3h7MoaxGSIC,Female reproductive tract infections
Abortion late,7NgApmp_o08,QSRFQ8kZ9T4,Abortions not specified as induced or spontaneous
Abortion missed,Ql2h-dvP-5F,QSRFQ8kZ9T4,Abortions not specified as induced or spontaneous
Abortion of ectopic pregnancy,K4BNsTIQLRA,QSRFQ8kZ9T4,Abortions not specified as induced or spontaneous
Abortion spontaneous,0tbGF2xpeU5,oJc19JpGDWC,Abortions spontaneous
Abortion spontaneous complete,5FG2B1_eX_E,oJc19JpGDWC,Abortions spontaneous
Abortion spontaneous incomplete,-EkHYau_60F,oJc19JpGDWC,Abortions spontaneous
Abortion threatened,vKy-L31FngG,oJc19JpGDWC,Abortions spontaneous
Abscess,WlSA8B_VPZ6,n4U4r2K2QZB,Infections NEC
Abscess bacterial,Pu8XEFs0C9-,H5-B6EgjpS6,Bacterial infections NEC
Abscess drainage,QboX-bh7gk7,2FnYEaxjpPB,Therapeutic procedures NEC
Abscess fungal,Z0WNUwUZKO6,zFG-KSMlu5B,Fungal infections NEC
Abscess intestinal,UiBvHkVX7zB,68n-k3PXXo9,Abdominal and gastrointestinal infections
Abscess jaw,dLq18if2a-4,sAK7i_U2Cn-,Bone and joint infections
Abscess limb,i96H9Dvn1AH,n4U4r2K2QZB,Infections NEC
Abscess neck,AJm7z2iJ7UC,uIl0ygkT6e-,Muscle and soft tissue infections
Abscess of eyelid,zx4JVidUGB8,DQG8W27BP87,Eye and eyelid infections
Abscess of salivary gland,SQZeMfSJREA,7eW5iO-pR0H,Dental and oral soft tissue infections
Abscess oral,a8ti7ECK0z8,7eW5iO-pR0H,Dental and oral soft tissue infections
Abscess rupture,VIqItFuhPvH,n4U4r2K2QZB,Infections NEC
Abscess soft tissue,7rc8MAZxjQG,n4U4r2K2QZB,Infections NEC
Abscess sterile,rs8yKh9vYJD,mFsXy8zU8vC,Inflammations
Abscess sweat gland,P5oRJ2NiImD,mURQmENQ_CH,Skin structures and soft tissue infections
Abulia,RXBlj3mrmr_,6Pa-43h58SA,Psychiatric symptoms NEC
Acalculia,b4yR9dkgn-7,90_Wk221fa4,Cortical dysfunction NEC
Acanthamoeba keratitis,wcozGzBwKo7,FC0ovsq0or_,Amoebic infections
Acantholysis,nLS62C6mu6_,SCOON9IHEK7,Dermal and epidermal conditions NEC
Acanthoma,hqxMgAZ8vC4,edfqZgcWYf6,Skin neoplasms benign
Acanthosis,7EPH8qq_yI6,zjdz2wtE0d4,Skin hyperplasias and hypertrophies
Acanthosis nigricans,1Z_7f8OXwzE,zjdz2wtE0d4,Skin hyperplasias and hypertrophies
Acariasis,S3SHjVj_yb7,hJMFXQOyCbA,Ectoparasitic infestations
Acarodermatitis,EU7LazY5dm-,hJMFXQOyCbA,Ectoparasitic infestations
Accelerated hypertension,-t4OrBBBhj-,4p7V9DUsaq-,Accelerated and malignant hypertension
Accelerated idioventricular rhythm,kfGQdM0YlbD,80CqZhGWJ5H,Ventricular arrhythmias and cardiac arrest
Acceleromyography,m9-uLih-JxD,1PaLNhp_ezG,Neurologic diagnostic procedures
Accessory auricle,YoNw1E6iLdH,YC2HOKPyAnG,External ear disorders congenital
Accessory breast,QF6Y7U3sjeG,ue-Okmbp1S5,Breast disorders congenital
Accessory liver lobe,5nIR6HFpBAC,ubiZf2oZumH,Hepatobiliary abnormalities congenital
Accessory nerve disorder,hxKjOzpVRn8,W5lK2RIFIQ9,Accessory nerve disorders
Accessory spleen,Sarp0WSAFOH,m8dLyjfGHZE,Lymphatic system disorders congenital
Accident,Qw7yHwI4xxD,GHgr0ZITX9-,Non-site specific injuries NEC
Accident at home,kPe2NeM_QQA,GHgr0ZITX9-,Non-site specific injuries NEC
Accident at work,yjurkDhWVXA,GHgr0ZITX9-,Non-site specific injuries NEC
Accidental death,EiKNqjrPsH9,5EhK3Nk7R56,Death and sudden death
Accidental exposure to product,-sbWvtI1yXA,ikUmtQdT-oG,Accidental exposures to product
Accidental exposure to product by child,PX-aQxpQwTH,ikUmtQdT-oG,Accidental exposures to product
Accidental overdose,pe7RpOJXGfF,1XDg-zTOEY5,Product administration errors and issues
Accidental poisoning,oyOjbAsOQQ8,jQaDCrDT-yB,Poisoning and toxicity
Accidental underdose,Ltu2LlEb7EA,1XDg-zTOEY5,Product administration errors and issues
Accommodation disorder,erdHyAGl158,pZt1KP2h6J9,Refractive and accommodative disorders
Acetabulum fracture,6W37enhBYEH,4YH-9uORuh9,Pelvic fractures and dislocations
Acetonaemia,qSvowWEn7r5,Yd7hh9J_WeC,Metabolic acidoses (excl diabetic acidoses)
Acetonaemic vomiting,hgkou7ibdn7,KEBV4jRgO_7,Nausea and vomiting symptoms
Acetylcholinesterase deficiency,oGhcBRqln25,t6JH1snfCwG,Inborn errors of metabolism NEC
Achlorhydria,ebKaDqVTWBG,XXFbVgUpBR9,Gastrointestinal mucosal dystrophies and secretion disorders
Achromotrichia acquired,fxl5tanztc6,n2A9PryUVTA,Pilar disorders NEC
Acid base balance abnormal,DOHsIbFvjFE,kvqUKL4cIX9,Blood gas and acid base analyses
Acid fast bacilli infection,63XsrbdQitF,H5-B6EgjpS6,Bacterial infections NEC
Acid peptic disease,GcvsbTppohH,XXFbVgUpBR9,Gastrointestinal mucosal dystrophies and secretion disorders
Acid-base balance disorder mixed,uJuBZYKu-45,TnShGZrzwLC,Mixed acid-base disorders
Acidosis,h-IwXjQmFU8,TnShGZrzwLC,Mixed acid-base disorders
Acidosis hyperchloraemic,hlCXcgWY986,Yd7hh9J_WeC,Metabolic acidoses (excl diabetic acidoses)
Acinetobacter bacteraemia,-TmhaFCWBo5,H5-B6EgjpS6,Bacterial infections NEC
Acinetobacter infection,NHDBoNxMijB,H5-B6EgjpS6,Bacterial infections NEC
Acinetobacter sepsis,XdPnl-eK7a6,H5-B6EgjpS6,Bacterial infections NEC
Acne,wdJjRi5Nqq_,Q1oWecAkzb7,Acnes
Acne conglobata,YVif8tVIFO-,Q1oWecAkzb7,Acnes
Acne cystic,7Fcx7v5cKT6,Q1oWecAkzb7,Acnes
Acne fulminans,_R10LlpavV4,Q1oWecAkzb7,Acnes
Acne infantile,0Tw3HqnOC0D,Q1oWecAkzb7,Acnes
Acne pustular,U0TWfjoJoNB,mURQmENQ_CH,Skin structures and soft tissue infections
Acne varioliformis,4aQxemSncCE,Q1oWecAkzb7,Acnes
Acoustic neuroma,Z_w5_dzokb9,Swl3umc2jM7,Neuromas
Acoustic stimulation tests,fH8yMTUh3a7,jnugPc4hpAH,Auditory and vestibular diagnostic procedures
Acoustic stimulation tests abnormal,7ckR24JHwV9,jnugPc4hpAH,Auditory and vestibular diagnostic procedures
Acquired ATTR amyloidosis,w-tBK8dI0CG,J3b5fdY_RJH,Amyloidoses
Acquired chromosomal abnormality,BZ_AwAGCMBG,U5zvw5lFgFB,Chromosomal abnormalities NEC
Acquired enamel hypoplasia,9oGaXYyBWe_,sVbwxb-kPtG,Dental developmental disorders and anomalies
Acquired epidermolysis bullosa,FR4_2wuQ996,rtI4LZBnmD7,Bullous conditions
Acquired epileptic aphasia,drS-wH-cmV7,KEQ8kjt9L4G,Seizures and seizure disorders NEC
Acquired gene mutation,VmwCG2j90qB,stYkKCRS5n8,Gene mutations and other alterations NEC
Acquired generalised lipodystrophy,3Ir5mZyzG0F,_h5XyBIJmh8,Lipodystrophies
Acquired growth hormone resistance,xuEeotKszQH,OOy3ET7iD79,Endocrine disorders NEC
Acquired haemophilia,YqCX1ZDt2t6,O-e9Xu-GrR4,Coagulation factor deficiencies
Acquired hypertrophy of the retinal pigment epithelium,s0lw6kh0hB9,AiD5FsxKd76,"Retinal structural change, deposit and degeneration"
Acquired immunodeficiency syndrome,vabj8NP23gD,fDSfXlXXvd-,Retroviral infections
Acquired mitochondrial DNA deletion,bQnr9vdv-3G,AmxdmMPgjMC,Genetic mitochondrial abnormalities NEC
Acquired oesophageal web,9eKVq6MY66F,Usz4ClnbrxE,Oesophageal stenosis and obstruction
Acquired phimosis,j9BMZOofQY5,ciiCEv6tTCG,Penile disorders NEC (excl erection and ejaculation)
Acquired pigmented retinopathy,YoXj0VicZO7,jQaDCrDT-yB,Poisoning and toxicity
Acquired porphyria,Ck8pI-qepMA,RtQTIVvwTkB,Metabolic disorders NEC
Acquired pyrimidine metabolism disorder,5QUbkmXkBO_,3zNAfZnyeZB,Disorders of pyrimidine metabolism
Acquired tracheo-oesophageal fistula,05Ofk08-jCC,USJKy_0pLUD,Tracheal disorders (excl infections and neoplasms)
Acquired Von Willebrand's disease,YpnJvJcqBMF,O-e9Xu-GrR4,Coagulation factor deficiencies
Acrochordon,lvyo6CiHTZ6,edfqZgcWYf6,Skin neoplasms benign
Acrochordon excision,wJ2vOlVBQzG,34RUHF_GwbE,Skin lesion excisions
Acrodynia,In4jaaqBP_4,ZZ2Xr8Q2WYG,Chronic polyneuropathies
Acromegaly,pqpsfy347H_,E7CIx13wXFF,Anterior pituitary hyperfunction
Acrophobia,YTdsWnPvaOH,hjGrH0xpmQC,Fear symptoms and phobic disorders (incl social phobia)
Acrosclerosis,nBK7iMl_Ey-,c3RJT8LX9ED,Musculoskeletal and connective tissue conditions NEC
ACTH stimulation test abnormal,_5uxOFMWeT4,rrzIMtRXi4B,Adrenal cortex tests
Actinic elastosis,XhOzCj2bp7A,uF0hxMNdX-D,Photosensitivity and photodermatosis conditions
Actinic keratosis,FwYSNxVuJK6,MySc-admnw8,Skin preneoplastic conditions NEC
Actinomycosis,YZE32IpY-vC,OXiffw_4Zr-,Actinomycotic infectious disorders
Actinomycotic pulmonary infection,_6IObZTpXmE,OXiffw_4Zr-,Actinomycotic infectious disorders
Action tremor,2myyctliMc8,Gi3QBzFKBq_,Tremor (excl congenital)
Activated partial thromboplastin time,bIkkH6ZUUIB,B7rox_tjmKF,Coagulation and bleeding analyses
Activated partial thromboplastin time abnormal,Tqz855Azvn6,B7rox_tjmKF,Coagulation and bleeding analyses
Activated partial thromboplastin time prolonged,j-3p66HNktF,B7rox_tjmKF,Coagulation and bleeding analyses
Activated partial thromboplastin time ratio decreased,MySJmjXbkcG,B7rox_tjmKF,Coagulation and bleeding analyses
Activated partial thromboplastin time shortened,_BW90jPYjv-,B7rox_tjmKF,Coagulation and bleeding analyses
Activated protein C resistance,lbFUCZuR3k-,8KpRT-hL3e_,Coagulopathies
Activation syndrome,n44GhJyHEQC,PBcEPDBmb39,Anxiety symptoms
Acute abdomen,qDSeS7k-5OH,1WZ-Z1phK1C,Gastrointestinal signs and symptoms NEC
Acute allograft nephropathy,gAql4TzoAnH,fnqa2fuMOoH,Transplant rejections
Acute aortic syndrome,MVrnmPqMhQ8,0LTC_XuIWG6,Aortic aneurysms and dissections
Acute aseptic arthritis,cTTjxtQeEW_,IWWKq-Y6cjG,Arthropathies NEC
Acute cardiac event,eUwSVWF_Sx9,IPQvrCpzjhE,Cardiac disorders NEC
Acute chest syndrome,MfQD0iRNFX-,5jNWHqoriVE,Vascular pulmonary disorders NEC
Acute cholecystitis necrotic,8xX7vXCmN-9,1NW0bD4-VN4,Cholecystitis and cholelithiasis
Acute coronary syndrome,49wdUt7ezN_,J_h-bViIQnD,Ischaemic coronary artery disorders
Acute cutaneous lupus erythematosus,vHnKxvmi28B,p4vdg4E79nH,Connective tissue disorders
Acute disseminated encephalomyelitis,tQe-6TbTPzA,dHMxupgaklG,Demyelinating disorders NEC
Acute endocarditis,EzaegvMlFt4,AuUA3bn4YjF,Cardiac infections
Acute erythroid leukaemia,eyFpgxq5Hg6,T-iu-__SwOC,Leukaemias acute myeloid
Acute febrile neutrophilic dermatosis,p_UxWW7ai7-,SCOON9IHEK7,Dermal and epidermal conditions NEC
Acute generalised exanthematous pustulosis,KQp7sV8bGd5,plpoNM8D8G4,Pustular conditions
Acute graft versus host disease,fVf20OUAz2H,E5QePjq0DQ7,Immune and associated conditions NEC
Acute graft versus host disease in intestine,bf8FMgglWLA,E5QePjq0DQ7,Immune and associated conditions NEC
Acute graft versus host disease in liver,4i8ey7FyuPH,E5QePjq0DQ7,Immune and associated conditions NEC
Acute graft versus host disease in skin,XZ7keajS4l8,E5QePjq0DQ7,Immune and associated conditions NEC
Acute haemolytic transfusion reaction,bjJ4G4WWqW7,G72nj2Aabh-,Transfusion related complications
Acute haemorrhagic leukoencephalitis,9pjg8-A--U-,dHMxupgaklG,Demyelinating disorders NEC
Acute haemorrhagic oedema of infancy,gVVHzFt1gAH,telSD6sH1X8,Skin vasculitides
Acute hepatic failure,_jLLRli_bk9,qAAco7x4uvH,Hepatic failure and associated disorders
Acute hepatitis B,_9f51WUqrUA,BiEX2UafmxH,Hepatitis virus infections
Acute hepatitis C,AsX9Sq1Jo-F,BiEX2UafmxH,Hepatitis virus infections
Acute interstitial pneumonitis,j76gmEZ1pCE,BM4-NxGBK5_,Parenchymal lung disorders NEC
Acute kidney injury,-0tjnCrMfRD,CtFoMNkaGiB,Renal failure and impairment
Acute left ventricular failure,gk3FNE_mbCF,zzg7BiWA2WD,Left ventricular failures
Acute leukaemia,RylPgscXNTE,-RSTJVwOltG,Leukaemias acute NEC
Acute lung injury,d0cU6TSoDf5,z-m5Rv1-njE,Pulmonary oedemas
Acute lymphocytic leukaemia,dl1Nx0bg769,paOCL63Nj9G,Leukaemias acute lymphocytic
Acute lymphocytic leukaemia recurrent,jm2IUhYre1A,paOCL63Nj9G,Leukaemias acute lymphocytic
Acute lymphocytic leukaemia refractory,cFqAO0zQpM8,paOCL63Nj9G,Leukaemias acute lymphocytic
Acute macular neuroretinopathy,Y0P__LQxvzF,UGoZE_BBoZ9,Retinopathies NEC
Acute megakaryocytic leukaemia,gZaP0rJ2V0_,T-iu-__SwOC,Leukaemias acute myeloid
Acute monocytic leukaemia,b7Xvrvr4RIH,T-iu-__SwOC,Leukaemias acute myeloid
Acute motor axonal neuropathy,lTBvmwyAFTA,X6dswAVWHaF,Acute polyneuropathies
Acute motor-sensory axonal neuropathy,3X6MY8iWStG,X6dswAVWHaF,Acute polyneuropathies
Acute myeloid leukaemia,dH2ZdOGy4uD,T-iu-__SwOC,Leukaemias acute myeloid
Acute myeloid leukaemia recurrent,jEG6kNZJXHG,T-iu-__SwOC,Leukaemias acute myeloid
Acute myelomonocytic leukaemia,BlXAOh77gl5,T-iu-__SwOC,Leukaemias acute myeloid
Acute myocardial infarction,OKP21NECiFE,J_h-bViIQnD,Ischaemic coronary artery disorders
Acute myopia,RNBCCFxDfe-,pZt1KP2h6J9,Refractive and accommodative disorders
Acute on chronic liver failure,Sg_xJuzOjd7,qAAco7x4uvH,Hepatic failure and associated disorders
Acute phase reaction,3I3UbvTDv0_,mFsXy8zU8vC,Inflammations
Acute phosphate nephropathy,dvDNReStloE,Wvm0O3jEmw4,Nephropathies and tubular disorders NEC
Acute polyneuropathy,f0g3SFnO16G,X6dswAVWHaF,Acute polyneuropathies
Acute postoperative sialadenitis,jD8hMgq5XYE,ReGMMTnO2LF,Anaesthetic and allied procedural complications
Acute promyelocytic leukaemia,vi1bWhPI8cD,T-iu-__SwOC,Leukaemias acute myeloid
Acute psychosis,uEa26mb9QG8,YvasK0FJ5qG,Psychotic disorder NEC
Acute pulmonary histoplasmosis,1GgYbc10QH7,Vcv6parl5A5,Histoplasma infections
Acute pulmonary oedema,ofcvKh10tz4,z-m5Rv1-njE,Pulmonary oedemas
Acute respiratory distress syndrome,wfdQLauhCFA,z-m5Rv1-njE,Pulmonary oedemas
Acute respiratory failure,bu4jOXGdRCA,wug4FO3V53E,Respiratory failures (excl neonatal)
Acute right ventricular failure,kXyXl15-6W-,eeN8igj9FK6,Right ventricular failures
Acute sinusitis,vOVEKkACId9,blZ6SjgGf25,Upper respiratory tract infections
Acute stress disorder,TDdIFEhIHqH,GUtxLjajhx6,Stress disorders
Acute vestibular syndrome,R-5AOOXhn5F,SnEuYfIDr0G,Inner ear disorders NEC
Acute yellow liver atrophy,wrpDk4VVKaB,iz_iUNZTjG9,Hepatocellular damage and hepatitis NEC
Adactyly,PVbaZ1HycgE,RqzwSpa8qwH,Musculoskeletal and connective tissue disorders of limbs congenital
Adams-Stokes syndrome,-i5WCqLoy0B,Y4RsHPdpb7-,Cardiac conduction disorders
ADAMTS13 activity abnormal,RxzatqZvq_G,B7rox_tjmKF,Coagulation and bleeding analyses
ADAMTS13 activity decreased,jJraiovcot4,B7rox_tjmKF,Coagulation and bleeding analyses
ADAMTS13 activity increased,fggNjK9suh9,B7rox_tjmKF,Coagulation and bleeding analyses
Addison's disease,j3uvDnCeTD6,y6zvUgoImx_,Adrenal cortical hypofunctions
Adenocarcinoma,UTOBElvoYyF,h-xxEdrEzVH,Neoplasms malignant site unspecified NEC
Adenocarcinoma gastric,wh6TsuTPcE7,0nbKSeXqbU7,Gastric neoplasms malignant
Adenocarcinoma of colon,kVrIx-aGw_7,9UjTLi5S_a9,Colorectal neoplasms malignant
Adenocarcinoma of salivary gland,XAFxoICBye_,Mc16utN67W4,Salivary gland neoplasms malignant
Adenocarcinoma of the cervix,jtYktQ3KJf5,jCvkncWu3X4,Cervix neoplasms malignant
Adenocarcinoma pancreas,i03MQ-QiNW-,G5ctpvYCd98,Pancreatic neoplasms malignant (excl islet cell and carcinoid)
Adenoidal hypertrophy,xtYmRtqlKbA,TKgF8OktZ4H,Pharyngeal disorders (excl infections and neoplasms)
Adenoidectomy,J6bZ5JOcgtB,JDzUEhsHBO9,Tonsillar therapeutic procedures
Adenoiditis,LohJCNawdtB,blZ6SjgGf25,Upper respiratory tract infections
Adenoma benign,u7GVQjqTXkA,5UEHWjXB7ZC,Neoplasms benign site unspecified NEC
Adenomyosis,Qmfk-ffn0v-,28jKpH0jgLA,Uterine disorders NEC
Adenosine deaminase increased,0MvU2_5EXf-,knLsZOLd9eF,Tissue enzyme analyses NEC
Adenosquamous carcinoma of the cervix,dqMteSPITc6,jCvkncWu3X4,Cervix neoplasms malignant
Adenosquamous cell lung cancer,ZzlT4jqtb38,fdtpEmSDuND,Non-small cell neoplasms malignant of the respiratory tract cell type specified
Adenotonsillectomy,7Ix01DOSzP5,JDzUEhsHBO9,Tonsillar therapeutic procedures
Adenoviral conjunctivitis,wEjp77B9VOF,6r4UecwAly5,Adenoviral infections
Adenoviral hepatitis,xw1X04Oa0D-,6r4UecwAly5,Adenoviral infections
Adenoviral upper respiratory infection,NhUWSJICpQ6,6r4UecwAly5,Adenoviral infections
Adenovirus infection,GDXYKQwDslH,6r4UecwAly5,Adenoviral infections
Adenovirus reactivation,ObBLEra1roG,6r4UecwAly5,Adenoviral infections
Adenovirus test positive,TPkhaD10q9F,r9xIHENzxW7,Virus identification and serology
Adhesion,BqH5ByO9fjC,dfRTDn_xmrF,General signs and symptoms NEC
Adipomastia,YBWKhJcNLe8,H5mufDd9dW7,Breast disorders NEC
Adiponectin decreased,1LxBQ5-l2q4,K3Hn4J8D6I-,Endocrine analyses and imaging NEC
Adiponectin increased,54oGUbTq009,K3Hn4J8D6I-,Endocrine analyses and imaging NEC
Adiposis dolorosa,85O72mmE824,aXW4lZh0T1G,Skin and subcutaneous conditions NEC
Adjusted calcium decreased,Tlkm6XtDKf8,M_ejRBDhEo4,Mineral and electrolyte analyses
Adjusted calcium increased,P074IEFXfqC,M_ejRBDhEo4,Mineral and electrolyte analyses
Adjustment disorder,PYt27TfJHK5,fxqe7qsan99,Adjustment disorders
Adjustment disorder with anxiety,FgmSRkizP35,fxqe7qsan99,Adjustment disorders
Adjustment disorder with depressed mood,fOpfVycWbcA,fxqe7qsan99,Adjustment disorders
Adjustment disorder with mixed anxiety and depressed mood,BktInDox0e_,fxqe7qsan99,Adjustment disorders
Adjustment disorder with mixed disturbance of emotion and conduct,NZl8NM9VEb8,fxqe7qsan99,Adjustment disorders
Administration related reaction,-lyQpL5zwhA,hUbLmWzHKpA,Non-site specific procedural complications
Administration site abscess,NRXO1vd1sOH,n4U4r2K2QZB,Infections NEC
Administration site bruise,CAmqu8AwPD6,WO1fFqljd87,Administration site reactions NEC
Administration site dermatitis,UaOY_h885u8,WO1fFqljd87,Administration site reactions NEC
Administration site discolouration,dvQNGQgc5vB,WO1fFqljd87,Administration site reactions NEC
Administration site discomfort,6tayLUaK7uA,WO1fFqljd87,Administration site reactions NEC
