name,id,parent_id,parent_name
21-hydroxylase deficiency,uf-9yyVT5p5,KviQif-xM18,21-hydroxylase deficiency
3beta-hydroxy-delta5-C27-steroid oxidoreductase deficiency,TpiY1YAEiwG,9GVHrnBZn04,3beta-hydroxy-delta5-C27-steroid oxidoreductase deficiency
5q minus myelodysplastic syndrome,TfGsVBz3DRD,3ZQXtU4dkj9,5q minus syndrome
7-dehydrocholesterol reductase deficiency,5a1-AkCwSS_,GaSos6hM7TE,7-dehydrocholesterol reductase deficiency
Abdominal mass,wRaCvrOk-dB,mUECrNTHzNG,Abdominal mass
Abdominal surgery,7UdQzoBlvTE,eQQ8phdphX7,Gastrointestinal surgery
Abortion,QpKyUrFFBVH,vb-aST9Bdc-,Abortion
Abortion induced,NP0lA_WYU_5,YY3tYQKfSw4,Abortion induced
Abortion septic,p4piTBlNEP-,e5Pf3UEcgz7,Abortion infected
Abortion spontaneous,oF8UzFf6pXA,0tbGF2xpeU5,Abortion spontaneous
Abortion spontaneous prophylaxis,K7j5Y7n3gKG,vUHcv4mY59_,Prophylaxis of abortion
Abscess,FaO3cfYjBhD,WlSA8B_VPZ6,Abscess
Abscess brain,fYg9dofYQoB,m1gmA_ZrsND,Brain abscess
Abscess cutaneous,8A2BlNET3G7,UfYYSGfPH9-,Subcutaneous abscess
Abscess intra-abdominal,vfTRmJy0lu5,ct6FFvzsROF,Abdominal abscess
Abscess liver,y6VHJJiSfT9,7OO23AJHXL-,Liver abscess
Abscess liver amebic,BcxWSzHCLJ_,xqH8Ygrw3S5,Hepatic amoebiasis
Abscess lung,N9Ol0YMse8-,if3F4D4-lO-,Lung abscess
Abscess pelvic,_JgmR-_Fx_C,zBuhY2MDgv6,Pelvic abscess
Abscess pulmonary,Om_KyL-Y9Y4,if3F4D4-lO-,Lung abscess
Abscess tubo-ovarian,PFeO7FvxjG5,9q_jDEotKiC,Tubo-ovarian abscess
Abscess unspecified,XBXTYM9pE7C,_sZ2GitFi46,Abscess unspecified
Acanthamoeba keratitis,Ffa7BWyghcH,wcozGzBwKo7,Acanthamoeba keratitis
Achondroplasia,wNAEVkmCDd4,HoUIIxMzoVB,Chondrodystrophy
Acid sphingomyelinase deficiency,8z6HGForPwH,Gkkc5SVzbWF,Niemann-Pick disease
Acidosis metabolic,AQsB-rZxg_9,65bGKjKnXUG,Metabolic acidosis
Acidosis metabolic secondary to cardiac arrest,Dy2-ue0voo6,65bGKjKnXUG,Metabolic acidosis
Acidosis metabolic secondary to cardiac surgery,v7c3jGn_jr8,65bGKjKnXUG,Metabolic acidosis
Acinetobacter infection,TFtcX3qrAd9,NHDBoNxMijB,Acinetobacter infection
Acne,QVzkL7fpQb-,wdJjRi5Nqq_,Acne
Acne nodular,bxQZk8XPr9E,wdJjRi5Nqq_,Acne
Acne pustular,soEX-aEHTB_,-wLiP5MABeC,Acne pustular
Acne rosacea,GexSqnlSUe_,SoKn9PPomu4,Rosacea
Acne urticata,RsbcHedAr8E,wdJjRi5Nqq_,Acne
Acne vulgaris,JvintwZmA5B,wdJjRi5Nqq_,Acne
Acquired coagulation factor deficiency induced by Vitamin K antagonist,Z_8jq_e1VFD,qSVDlVcBKt-,Multiple coagulation factors deficiencies
Acquired immunodeficiency syndrome,fzPtQcYR4-6,vabj8NP23gD,Acquired immunodeficiency syndrome
Acquired methemoglobinemia,poVhnSjwca_,2Skwgr8k6OA,Methaemoglobinaemia
Acromegaly,ESbSpCQ5tA8,pqpsfy347H_,Acromegaly
Actinomycosis,iPW-mNb7xDA,YZE32IpY-vC,Actinomycosis
Activated phosphoinositide 3-kinase delta syndrome,Da3QMvD-LC9,WjjMGfomxPA,Primary immunodeficiency syndrome
Acute coronary syndrome,yX2P_eb7078,hdVxxZRcSl5,Acute coronary syndrome
Acute graft-versus-host disease,thENq_SE3aG,IwE9NkS1hHD,Graft versus host disease
Acute graft-versus-host disease glucocorticoid-refractory,DA2MIh8i-cE,IwE9NkS1hHD,Graft versus host disease
Acute myelomonocytic leukaemia,TQFrUa77Eo8,BlXAOh77gl5,Acute myelomonocytic leukaemia
Acute otitis media,9gzAgX811m5,89ZiVoWC-85,Otitis media acute
Acute T-Cell Leukemia-Lymphoma,BODo45CPLq4,Iy5MwJ_0pMF,Adult T-cell lymphoma/leukaemia
Adams-Stokes,D8YDPFPDsi_,-i5WCqLoy0B,Adams-Stokes syndrome
Addison's disease,UCtryLgRxVH,j3uvDnCeTD6,Addison's disease
Adenocarcinoma,h7-3Vx7vH9F,UTOBElvoYyF,Adenocarcinoma
Adenoma adrenal,CQWgDUAiwk_,rje-BXfSGaB,Adrenal adenoma
Adenoma multiple endocrine,W8n0lbNdA5H,56LUFt27VX4,Multiple endocrine neoplasia
Adenoma prolactin-secreting,e0uLjEP6xn8,PcC5XnSl4l7,Prolactin-producing pituitary tumour
Adenosine deaminase deficiency,BOoZRluqRy_,AJUP4bFdec8,Combined immunodeficiency
Adenovirus-caused febrile acute respiratory disease prevention,xPjtP-bIuMH,921FAvf_2h4,Infection prophylaxis
Adjuvant to increase the absorption and dispersion of other injected drugs,wq6XbeeO3V6,4UVaMvvJU7H,Supplementation therapy
"Adrenal cortical cancer mismatch repair deficient, microsatellite instability-high and/or polymerase epsilon-mutant",9tQz4x8_JKA,eyrAE0M_tC9,Adrenal gland cancer
Adrenal hemorrhage,gIiRhH7IhZD,mE8whvJ-3J-,Adrenal haemorrhage
Adrenal insufficiency,kOAlcVehE5_,rXgceChL335,Adrenal insufficiency
Adrenocortical carcinoma advanced,G_SR36kUM0A,MI9y-0yS7gH,Adrenocortical carcinoma
Adrenocortical insufficiency,uS--Fnq_Mp8,WUqyoUuoMbC,Adrenocortical insufficiency acute
Adrenoleukodystrophy,Bu2cJavYTf8,NJbFMqtFBi-,Adrenoleukodystrophy
Adrenoleukodystrophy X-linked,HIm70rranrD,NJbFMqtFBi-,Adrenoleukodystrophy
Advanced gastric cancer,okhjphu9SJ-,ehfNDBGPrF8,Gastric cancer
Advanced renal cell carcinoma,8Dgr7Ejl0x9,CJ1GpJU0jhF,Renal cell carcinoma
Advanced solid tumours,4OMrkf_XnC5,RKIG-kjlnwE,Neoplasm
Afibrinogenemia,po7b6CJZR_B,AbCjpTiB_E8,Factor I deficiency
African trypanosomiasis,gDOPIIYHaD5,S7QoJCQ8KL8,African trypanosomiasis
Agammaglobulinemia,41zJVQPu1YH,ZQ-80YJTWZE,Hypogammaglobulinaemia
Age-related macular degeneration,AW149pAbwU9,0ZE8qQzPIoC,Age-related macular degeneration
Aggressive behavior,1qIeEQ0FVK8,KdLpSrrRi29,Aggression
Agitation,RikK32-7n9B,wWFOzzh1LYA,Agitation
Agitation psychomotor,1ekdz66zApG,3Y4ma9GsQo8,Psychomotor hyperactivity
Agitation secondary to bipolar affective disorder,w4LwE9XDJWE,wWFOzzh1LYA,Agitation
Agitation secondary to psychotic disorders,HWeFoYsSCVB,wWFOzzh1LYA,Agitation
Agitation secondary to schizophrenia,PM4zl9mQ_h-,wWFOzzh1LYA,Agitation
Agranulocytosis,gPMG2G16H79,qgDgLZKh09_,Agranulocytosis
AIDS,tcYuy1vpcG6,vabj8NP23gD,Acquired immunodeficiency syndrome
AIDS dementia complex,GPjHp0TNC-_,Z1ob-Alt1rB,HIV-associated neurocognitive disorder
Airways inflammation,rSgmosTI738,jdsT15QYj7E,Airways inflammation
Alagille syndrome,sah7qHFd9TG,NyozZCWim8H,Alagille syndrome
Alcohol dependence,KbMhSG_z05-,6ued-F0W52A,Alcoholism
Alcohol withdrawal,TP-SZeuR8L6,FQSKhl7VTk9,Alcohol withdrawal syndrome
Alkalosis metabolic,9-HJYQlQhbF,nfWnVtFr_w6,Metabolic alkalosis
Alkalosis urinary,5BRj3-azuDC,VQu-ezwRrK-,PH urine increased
Alkalosis vaginal,9lmXgVhfjO9,_p-cxsSk0D9,Vaginal pH increased
Alkaptonuria,AT20w-mIE8A,gxvoKNyQCjC,Alkaptonuria
Allan-Herndon-Dudley syndrome,D9eTvM5tLoH,C5NzEgRrBxG,Allan-Herndon-Dudley syndrome
Allergic asthma,UJ3cJRw92Y8,Yxxz1_jN7EG,Asthma
Allergic cough,AuvKRbzBFZ8,kJzB68mff46,Cough
Allergic oedema,UcdwgeEnK6E,fgMeh2Lk_h9,Allergic oedema
Allergic purpura,PxqntkRhS89,qC9Woy8ystB,Henoch-Schonlein purpura
Allergic reactions,A-hTfyb1tY9,EjqJ6iWtQV9,Hypersensitivity
Allergic respiratory symptom,X6g1UEGj6J5,qq8Qza0LTn6,Allergic respiratory symptom
Allergy,nlqpeTe_Aw4,EjqJ6iWtQV9,Hypersensitivity
Allergy prophylaxis,aKYlMnzAEL5,QPtcwCi-bkC,Allergy prophylaxis
Allergy respiratory,dZCtrm8aIF7,EjqJ6iWtQV9,Hypersensitivity
Alopecia,Zvi7WEncWMA,wunQDj9zStE,Alopecia
Alopecia androgenetic,dz7C7Rr-kO5,9GrsYwLv7l-,Male type alopecia
Alopecia areata,vEMQ2UX9q2E,kKS_0oKJf--,Alopecia areata
Alopecia hair loss,a5J8DamriV-,wunQDj9zStE,Alopecia
Alpha-mannosidosis,TKLmqkzzW55,KaGL3iLSXm8,Alpha-mannosidosis
Alpha-methylacyl-CoA racemase (AMACR) deficiency,TC-kCsXEcJB,K_9JuxLvuJ7,Alpha-methylacyl-CoA racemase (AMACR) deficiency
Alstroem syndrome,lTmYGEVgr27,C7iTP_Fjj77,Alstroem syndrome
Alveolar soft part sarcoma,q4XTiftIAC8,mvot_NVxsk9,Alveolar soft part sarcoma
Alzheimer's disease,Rwp33ojSPND,zGlop80gu19,Dementia Alzheimer's type
Amblyopia,gfPqJ0QabQA,ZHGJQ8vYOmG,Amblyopia
Amebiasis,4gywHc20bUC,RBe1VIBb6LD,Amoebiasis
Amebiasis extraintestinal,LWbczjbSC5_,7XewAg0q3l_,Amoebic dysentery
Amebiasis intestinal,NEZSXEkNI-C,7XewAg0q3l_,Amoebic dysentery
Amenorrhea,iSpBKGjbcI7,TmdCRXOa_S5,Amenorrhoea
Amenorrhea primary hypothalamic,kGzSSNG7q4E,ewNCrk1Pqj7,Primary amenorrhea
American crotalid envenomation,1UsSZo2mCH7,n9VgztAmb6H,Snake bite
Amnestic cognitive impairment,mCFjMSFGpe7,HDhVNLkJrj_,Memory impairment
Amniocentesis,yOSvNiE-voA,NNoBuFsb-yF,Amniocentesis
Amyloid light-chain amyloidosis,GVaqf8U8Fd9,xsIWxKRIQMD,Primary amyloidosis
Amyloid PET imaging,Ny8FwAhsST_,sieqx0rfqa5,Positron emission tomography imaging
Amyloidosis,dC9IXOFZbOC,zYs5W_o_956,Amyloidosis
Amyloidosis amyloid A,RU3-WUmm6ME,zYs5W_o_956,Amyloidosis
Amyloidosis primary,Zy_EC4GyF69,xsIWxKRIQMD,Primary amyloidosis
Amyloidosis transthyretin,UzuSRJ7AbA-,zYs5W_o_956,Amyloidosis
Amyotrophic lateral sclerosis,LIOolPf5qL4,fGYNf09B-9A,Amyotrophic lateral sclerosis
Anal cancer advanced,uYmxQE5UZH7,NqCP0Pz4PjA,Anal cancer
Anal fissure,IGNZF0NN6j_,M-5wXXNYTsE,Anal fissure
Analgesia,S3Cf5VgoXw_,EnZPBuCaeZ9,Analgesic therapy
Analgesia obstetrical,AL____POfoH,GYNIvhiqd4F,Obstetric analgesia
Analgesia topical,8krfARwp-14,w0GnKLTSXyC,Topical anesthesia
Anaphylaxis,IlXuPTiNOjA,LWQ8_Cdma-9,Anaphylaxis treatment
Anaphylaxis prevention,5N-kfjV6JlF,w-JkX7vBR3G,Anaphylaxis prophylaxis
Androgen deficiency,wYeP-LNV6HG,mVQdmkqUEKB,Androgen deficiency
Anemia,3jnvi9kfnxF,rFXaSRNx5OE,Anaemia
Anemia acquired aplastic,qEQosVtyPGE,FcXtx_rtiuG,Aplastic anaemia
Anemia acquired hemolytic,5106grCU23H,5nphSPzzDH_,Haemolytic anaemia
Anemia aplastic,05KOkZh_cCE,FcXtx_rtiuG,Aplastic anaemia
Anemia congenital aplastic,DFeaP-tK2I5,SmYRdFzrDf4,Congenital aplastic anaemia
Anemia congenital hypoplastic,6up0wlzaINA,-q4o_ss6umF,Hypoplastic anaemia
Anemia due to chronic kidney disease,WwQ1o5l2wLC,XUQ7PeVXI96,Nephrogenic anaemia
Anemia erythroblastopenia,12lDgok7dc9,iX80C_ok886,Aplasia pure red cell
Anemia folic acid deficiency,cZAllXmy2tH,5_1rTRwIxYA,Anaemia folate deficiency
Anemia hemolytic,vyanQFALqkH,5nphSPzzDH_,Haemolytic anaemia
Anemia hemolytic prevention,-ak8MrXikm-,8ZfnOLGTi--,Anaemia prophylaxis
Anemia hypoplastic secondary to myelotoxic drugs,MaFGaBm93fC,3nUpVoedx_H,Toxicity to various agents
Anemia iron-deficiency,wk__vxECrRG,SWIzA8t6mS-,Iron deficiency anaemia
Anemia iron-deficiency in hemodialysis patients,w2nEIoPoBDD,SWIzA8t6mS-,Iron deficiency anaemia
Anemia iron-deficiency in patients with inflammatory bowel disease,Tbj8FuUGirB,SWIzA8t6mS-,Iron deficiency anaemia
Anemia iron-deficiency prevention,qb1eOIP208A,8ZfnOLGTi--,Anaemia prophylaxis
Anemia macrocytic,Zy1-G_8lEd5,9uaxQfbARo5,Anaemia macrocytic
Anemia megaloblastic,9xLp3gDfS8E,ussPMUHQkM9,Anaemia megaloblastic
Anemia of prematurity,w3z7RqdpMfA,VSEzrRdQE7B,Anaemia neonatal
Anemia pernicious,5Uh69mK28dG,abLQ5ZFM8L7,Pernicious anaemia
Anemia secondary to cancer chemotherapy,ZdtuIGYhZiG,3nUpVoedx_H,Toxicity to various agents
Anemia secondary to renal failure,eDMcEq0D9J4,XUQ7PeVXI96,Nephrogenic anaemia
Anemia secondary to zidovudine therapy,sRQFbMQUAnF,3nUpVoedx_H,Toxicity to various agents
Anemia sickle cell,IX9cM1tHvMG,Jv-xF-Ey6l6,Sickle cell anaemia
Anemia symptomatic,hmy5lfWslBD,rFXaSRNx5OE,Anaemia
Anemia various,M0LfYz4SEG5,rFXaSRNx5OE,Anaemia
Anesthesia,dmMr58f9sA6,ZJZswm3B5y7,Anaesthesia
Anesthesia dental,YUQTDlk0wyH,SzWfNxsLNCB,Dental anesthesia
Anesthesia epidural,XfkXCETKzKA,hJA07Gr3nZC,Epidural anaesthesia
Anesthesia general,N1gEr1p-gU7,xEzifnm2gh6,General anaesthesia
Anesthesia induction,SMn3Bs9RD8_,1WsH4AY3KWF,Anesthesia induction
Anesthesia infiltration,Xiz_hHPrgwF,86nOZdEvsM8,Infiltration anaesthesia
Anesthesia local,HaayyL38M-8,OxcuuBVIPXG,Local anaesthesia
Anesthesia obstetrical,viOWt9u1iJC,fGt7aTmGgpE,Obstetric anesthesia
Anesthesia ophthalmic,YFPevVkCCQC,BWrUl0kMgR_,Ophthalmic anesthesia
Anesthesia regional,Yf4Ekuu9Y0F,_q0BLOoWb0D,Regional anesthesia
Anesthesia spinal,XUcPp4ikqf8,i_CboJuzvk6,Spinal anaesthesia
Anesthesia subarachnoid,7lZexUeRllC,i_CboJuzvk6,Spinal anaesthesia
Anesthesia topical,4pOyygOudcD,OxcuuBVIPXG,Local anaesthesia
Aneurysm berry,iULZwmUMA_F,HGuh104MfvB,Intracranial aneurysm
Angina chronic stable,SjkKy4keviB,C5SGnnfNH7F,Angina pectoris
Angina pectoris,0GnJg9FxgHH,C5SGnnfNH7F,Angina pectoris
Angina refractory,ErChHvmVGw4,C5SGnnfNH7F,Angina pectoris
Angina unstable,yJb10Z7M_rB,hyUaNLzWov7,Angina unstable
Angina unstable prevention,4aeKUz9kCI9,zvHtIVb3CO9,Ischemic heart disease prophylaxis
Angina variant,XU8PI_kZBnE,lQDK11mu8FA,Prinzmetal angina
Angiocardiography,4xpoaZnxL6A,WdiQcCQiHXE,Arteriogram coronary
Angioedema,CUwlBpQUL6G,hdrNY2NYh57,Angioedema
Angioedema hereditary,FBj589EdzrA,Zup_Mdl62T7,Hereditary angioedema
Angiofibroma,5_xv7fZG7NG,QsUWad5bPb9,Angiofibroma
Angiography,Dm26MFIfvt-,rfQDDWeOOR9,Angiogram
Angiography ophthalmic,d88EqXgp5W5,gJzldizS7r_,Angiogram retina
Angiography renal,dCjww_iAF-8,rfQDDWeOOR9,Angiogram
Angiomyolipoma,C9LoGucVjH-,cgPANgXtnW8,Angiomyolipoma
Angioplasty,7xNgF7h9TD7,rFyhBp6X2gA,Angioplasty
Angioscopy ophthalmic,F3mwuM7y_VA,bPZSDTtzNKC,Angioscopy retina
Aniridia,a_XBSrChHND,K86P40Lb21E,Aniridia
Ankle sprain,J0wIB2PbKn4,qTIfkFVmhQF,Ligament sprain
Ankylosing spondylitis,oB1F-tC2GSC,sXu2Cgcpkj7,Ankylosing spondylitis
Anogenital warts,eLesBVtAl99,sYY9BfO3PNF,Anogenital warts
Anorexia secondary to HIV,BZs4p0JlKQF,jgJkNRdMlJE,Decreased appetite
Anterior capsule staining,X6IYLta3aUG,iFQ3XM5n_36,Capsular staining
Anterior chamber inflammation,gGPvBNdUp7H,mECFPhI1KOD,Anterior chamber inflammation
Anthracycline extravasation,WELqr6DO9AC,rK9XuZZRgU6,Chemotherapy extravasation management
Anthracycline-induced cardiotoxicity prophylaxis,cTuPvByg358,5nOkq5NcBgA,Drug toxicity prophylaxis
Anthrax,pq7TLvOJYbB,EXtMrtYaiYF,Anthrax
Anthrax prophylaxis,_YMy6EWEsqA,921FAvf_2h4,Infection prophylaxis
Anti-neutrophil cytoplasmic antibody positive vasculitis,WniMHUJ6Hn-,OrRNLfldJxD,Anti-neutrophil cytoplasmic antibody positive vasculitis
Anticoagulant therapy,_no67h5_xOD,9t7jXOkLz49,Anticoagulant therapy
Antidote benzodiazepine,hC_CNF41Gu4,3nUpVoedx_H,Toxicity to various agents
Antidote chemical warfare,TV30MbC9bu7,6qQV1Z59l34,Chemical warfare poisoning
Antidote fluorouracil,5T-LXz8x4A5,3nUpVoedx_H,Toxicity to various agents
Antidote metal,bfIXdB4Iml6,P-SiJDxp1P7,Metal poisoning
Antifungal prophylaxis,GpyMYI5S1X7,xRd156eX-P6,Antifungal prophylaxis
Antiphospholipid syndrome,umtrWukKkzB,1dyNPazZGh8,Antiphospholipid syndrome
Antiseptic,nqh-suBkdy_,O_7tTKMSVV_,Anti-infective therapy
Antithrombin III deficiency,-b_es0Go1BH,OE1bkdrMDhF,Antithrombin III deficiency
Anxiety,hjAzoWYN-tD,Y2EzPS1_RcB,Anxiety
Anxiety disorder generalized,EQFwAKK4s9G,XwZHB4w8ny4,Generalised anxiety disorder
Anxiety disorder social,zF4MKLx62n7,d3TfZxEmxVA,Social anxiety disorder
Anxiety secondary to dyspnea,SWCQEnjpapA,Y2EzPS1_RcB,Anxiety
Anxiety with musculoskeletal pain,4mK-y08cSI4,Y2EzPS1_RcB,Anxiety
Aortography,FUni9H2D2W_,s8VIm4cqIoG,Aortogram
Apheresis,TIG3IlZABnC,4emjAXQDiSH,Apheresis
Aplasia red cell,Ruv1T1V2ctD,iX80C_ok886,Aplasia pure red cell
Apnea of prematurity,EDU9Da6oXC_,t4VGq9G3et6,Infantile apnoea
Apnea post-anesthetic,PlQRCOXpSMC,s0HKI8Qcb26,Airway complication of anaesthesia
Apnea sleep obstructive,s2XYj9K_04A,t38yhnSFgx5,Sleep apnoea syndrome
Apolipoprotein B increased,zhpZOhexAY5,lVPKaCEy6j9,Apolipoprotein B increased
Aponeurosis cystic tumors,49caAdWy0E9,G2q8dMoneB9,Benign soft tissue neoplasm
Appendicitis,6s3nm6Yf16H,q7vyPnpaT4A,Appendicitis
Arginase 1 deficiency,1hdTXtVn2U7,SbTpbWlWoe6,Arginase deficiency
Argininosuccinic acid synthetase deficiency,7Muz9xLO_A4,m8Bg2DeCop_,Argininosuccinate synthetase deficiency
Aromatic L-amino acid decarboxylase deficiency,AX0U0NUaEHD,cBP3Zy3TDZD,Aromatic L-amino acid decarboxylase deficiency
Arrhythmia,Q8nMD9IrkKA,2r68lw4jYVH,Arrhythmia
Arrhythmia atrial fibrillation,73X7sRgEaID,Lqnpnbyz6Q7,Atrial fibrillation
Arrhythmia atrial flutter,JTfp3uUnkxF,a7kyTWsRyJA,Atrial flutter
Arrhythmia atrial with embolism,ZLNQs3dkNu4,S9duRdVPwe_,Arrhythmia supraventricular
Arrhythmia paroxysmal atrial fibrillation,vA_Nxi8jTnC,Lqnpnbyz6Q7,Atrial fibrillation
Arrhythmia paroxysmal atrial tachycardia,9iPEntP9mOH,nMNsenYMOY9,Atrial tachycardia
Arrhythmia paroxysmal supraventricular tachycardia,9fsZ8hPkBWC,a3AQLVv_m2E,Supraventricular tachycardia
Arrhythmia premature ventricular contraction,4GXHzoR01TD,eDO9z1USYkB,Ventricular extrasystoles
Arrhythmia secondary to thyrotoxicosis,05TbQd6U1yD,2r68lw4jYVH,Arrhythmia
Arrhythmia supraventricular,ybwKT3OHDhA,S9duRdVPwe_,Arrhythmia supraventricular
Arrhythmia ventricular,6x9pYVgXfY-,10hh3awgBfA,Ventricular arrhythmia
Arterial disorder,eycAyuIODx-,X8Y4RjmwJdH,Arterial disorder
Arterial stenosis,3CrTEjfA9K8,I9bnpyzYeI7,Arterial stenosis
Arteriography,te__3hMqr7-,rfQDDWeOOR9,Angiogram
Arteriography cerebral,1VX-VUq9pc4,rfQDDWeOOR9,Angiogram
Arteriography coronary,Cm-6w33hJT5,rfQDDWeOOR9,Angiogram
Arteriography peripheral,J-Cv7qLJ-w8,rfQDDWeOOR9,Angiogram
Arteriography visceral,KON3upFmbX6,rfQDDWeOOR9,Angiogram
Arteriosclerosis,ZhBdn35jTq6,R8UcdH3ln_5,Arteriosclerosis
Arteriosclerosis obliterans,RrgKIHhfAy4,gPmPesFiYP9,Peripheral arterial occlusive disease
Arteritis temporal,yYQuyN_Do8-,uoCx5JV1C_A,Temporal arteritis
Arthralgia,-vLWSjZkdi_,wfbNy5quqKA,Arthralgia
Arthritis,GZOUXoklSrF,nSHXJ8MslJD,Arthritis
Arthritis gonorrheal,CmjAbgpb4N9,YftnMG0qyp9,Arthritis gonococcal
Arthritis gouty,ych4V_Y3p79,j2eOpjiJUD8,Gouty arthritis
Arthritis infectious,7Js6TI6fZ29,dEToPzK7zs9,Arthritis bacterial
Arthritis juvenile,SeX7shtl8J-,FMsDJS4NvU6,Juvenile idiopathic arthritis
Arthritis juvenile idiopathic,0BLhuw8MSDE,FMsDJS4NvU6,Juvenile idiopathic arthritis
Arthritis juvenile rheumatoid,kdm3F5hWPo6,FMsDJS4NvU6,Juvenile idiopathic arthritis
Arthritis osteoarthritis,qFu4h1oLSe5,dqyA5ASqssE,Osteoarthritis
Arthritis post-traumatic,vt2M4fVVvUD,v2z1G7XCwqH,Traumatic arthritis
Arthritis psoriatic,6pqfjwMhXk5,LtX_S91kI0C,Psoriatic arthropathy
Arthrography,1eNw6fp9ORE,hkFVoXeSlG8,Arthrogram
Arthropathy,mf231RUc9tA,30v1PCtvU65,Arthropathy
Ascariasis,85aR4mrnn9E,yOJa_0lEpSD,Ascariasis
Ascites,2MPRKKkoMfA,vb__obyu-X4,Ascites
Ascites due to cancer,Ri7VKlv1fYH,RqzH8umj-M7,Malignant ascites
Ascorbic acid deficiency,0xz_87G7tYE,PxEB2rymDo-,Vitamin C deficiency
Aspergillosis,Gaybb5jbTnC,efCRD_WWTD7,Aspergillus infection
Aspergillosis allergic bronchopulmonary,fRch_o0USOC,MyWRFkjhW1G,Bronchopulmonary aspergillosis allergic
Aspirin asthma,A5aWV9vSDbD,rUCij2A-hlB,Aspirin-exacerbated respiratory disease
Asthenia fatigue,avlFylSCZwB,P2oAWLU2Um7,Asthenia
Asthma,3VBpNl233jH,Yxxz1_jN7EG,Asthma
Asthma atopic,HoNlbqMV-9H,Yxxz1_jN7EG,Asthma
Asthma exercise induced,FfZUrcbUwr6,-aKzVe5e3s8,Asthma exercise induced
Astrocytoma,h7f3D7gami6,i1ZO48a0ol-,Astrocytoma
Astrocytoma with an IDH1 R132 or IDH2 R172 mutation,P1_o115wrxB,i1ZO48a0ol-,Astrocytoma
Asystole,SSAdOfSH37F,rphZVbPeDE_,Cardiac arrest
Atelectasis prophylaxis,pnooCkM5HQ6,XVOZY9WIEtD,Prophylaxis against atelectasis
Atelectasis secondary to mucus obstruction,FyxfYKn2Ni7,Wp8rwWckrN4,Atelectasis
Atherectomy,ZBqmyXzYkKF,VWzUK7nOVC_,Atherectomy
Atherosclerosis,4uaR_GmVpR7,R8UcdH3ln_5,Arteriosclerosis
Athetosis,KhTu-1UReYE,ZNZyP3wNB7H,Athetosis
Atony intestinal,-9Avh0KRqM-,lZ8LyIDMEO7,Megacolon
Atrial tachycardia,yN1whLifmn8,nMNsenYMOY9,Atrial tachycardia
Atrophy vaginal,e0-XImFvav8,k8xoCxOLIA_,Atrophic vulvovaginitis
Atrophy vulvar,U1LSFQcAQdF,k8xoCxOLIA_,Atrophic vulvovaginitis
Atrophy vulvovaginal,g0y5ZNkNsfG,k8xoCxOLIA_,Atrophic vulvovaginitis
Attention deficit hyperactivity disorder,ADqGBXKXtW8,kdRwXAgChf_,Attention deficit/hyperactivity disorder
Atypical hemolytic uremic syndrome,hdGjY3hvenC,3vWou0SC1kF,Haemolytic uraemic syndrome
Atypical teratoid/rhabdoid tumor of CNS,0F9wgb-W_hB,cZgQ7q4wuOF,Atypical teratoid/rhabdoid tumour of CNS
Autism,T-6-Uk7VzdD,ptAcw-g-_88,Autism spectrum disorder
Autoimmune haemolytic anaemia,yTZmIGU4Nz4,gjBDCI4RZj6,Autoimmune haemolytic anaemia
Autoimmune hepatitis,i3xPtmK7LmB,WZJEx728Lf4,Autoimmune hepatitis
Autoimmune thrombocytopenia,B5l3k20u5Y6,_Pm34cbhPA8,Immune thrombocytopenic purpura
Axial spondyloarthritis,4lnatSVhIh6,wF6UaBFyi55,Axial spondyloarthritis
B-cell chronic lymphocytic leukemia,Vt0iKbpJ-M6,dBgeZMrgiuA,Chronic lymphocytic leukaemia
B-cell small lymphocytic lymphoma,qQPBeoKlQaD,XTKIviqEMoE,B-cell small lymphocytic lymphoma
Back pain,pBvAgmYaUVF,V_dLYw0lsJ_,Back pain
Bacteremia,5IJQE0K4b6C,1LaU4mTB5i-,Bacteraemia
Bacteremia secondary to tooth extraction prevention,lRTV_-5E20A,921FAvf_2h4,Infection prophylaxis
Bacterial corneal ulcer,Qw_x2IhKPP-,72mRrlmMUK_,Keratitis bacterial
Bacteriuria asymptomatic,ApSFky6YvNB,l_tppOdcTZ7,Bacteriuria
Bacteroides infection,dG24cSJqHe-,yYwJXODKKBE,Bacteroides infection
Bardet-Biedl syndrome,lcIsy2SGZOD,anOh97A9B94,Laurence-Moon-Bardet-Biedl syndrome
Barrett's esophagus,Oqhu7atSaP8,an_yfbInnZF,Barrett's oesophagus
Barth syndrome,T6oluqcp2pG,k2Jb5Ic3pm8,Barth syndrome
Bartonellosis,SLrZS7mIFD7,i6FZxKIxktC,Bartonellosis
Behavior disorder,VCxTL3BujZ9,gh2YgKZcJcC,Abnormal behaviour
Behcet syndrome,z6mhqXH4nSE,SYdHGLGw6SH,Behcet's syndrome
Behcets disease,C5EiU_QFvl5,BOR-xVtYtmC,Behcet's syndrome
Bejel,3CQL8QGrsc7,CMsWYBDe7gF,Endemic syphilis
Bell's palsy,m1JTkKl4wjA,P_a25T1_N-_,Facial paralysis
Benign female reproductive tract neoplasm,4LpybNdPfOH,9ZGSneFnjI8,Benign female reproductive tract neoplasm
Beriberi,YRPXv1oLm4B,92COzXpI5LH,Vitamin B1 deficiency
Berylliosis,ZPrvv995gK9,jbQdX6Nx-BD,Berylliosis
