name,id,parent_id,parent_name
Congenital hypofibrinogenemia,uZ4zEEFpAxG,sxMgJTrL0JC,Factor I deficiency
Congenital neutropenia,WQyI-mwBf9E,_3UYnA6xN_7,Infantile genetic agranulocytosis
Congenital thymus absence,2bvDA84dOO9,SLRsNjZ4fz5,Congenital thymus absence
Congestion eustachian tube,EKV7FEcKtCG,V3V1KOUWqQH,Eustachian tube obstruction
Congestion nasal,MVorIrOHRI8,zdks44smd18,Nasal congestion
Conjunctival irritation,5dEtrB6aBn7,F5RBNdh1p-H,Conjunctival irritation
Conjunctivitis,RJyjR4ZgLrA,sBbnJrcIW_7,Conjunctivitis
Conjunctivitis allergic,J8HV5OKjJN5,NI5E7tkyQO-,Conjunctivitis allergic
Conjunctivitis allergic prevention,Gk5CEUlIRxG,OWgrd3pVDdB,Conjunctivitis allergic prevention
Conjunctivitis bacterial,H7FP_uUvOQ5,ZR_lZ1aPzRB,Conjunctivitis bacterial
Conjunctivitis corticosteroid-responsive,ltZCY8t7qjE,sBbnJrcIW_7,Conjunctivitis
Conjunctivitis inclusion,p8S9Ms5LCZH,AsEghdFsCp4,Inclusion conjunctivitis
Conjunctivitis infectious,8A4d687VLo6,eHD5XdYl23A,Conjunctivitis
Conjunctivitis vernal,MdXZOhTlbeH,NI5E7tkyQO-,Conjunctivitis allergic
Constipation,vnq_BB_AkhG,d_tlYISOkjD,Constipation
Constipation caused by opioids,47CWO0C5wn9,3nUpVoedx_H,Toxicity to various agents
Constipation chronic,1YL65P-x6tE,d_tlYISOkjD,Constipation
Constipation chronic idiopathic,JB-o5-3t-XD,d_tlYISOkjD,Constipation
Constipation secondary to irritable bowel syndrome,cKjEUBMCfB8,fzIaQEFVGFA,Irritable bowel syndrome
Contraception,9Fh53mrKxU5,7HSD7WDqiSG,Contraception
Contraception emergency,bL6xRYWPmhB,qaELNWUlhSA,Emergency contraception
Control of serum phosphorus levels in patients with chronic kidney disease on dialysis,4LTj8Zq_mQF,VaODppaQkO9,Control of hyperphosphataemia
Controlled hypotension,dTZmsNZiMGE,UfGSO_FedDC,Hypotensive anaesthesia procedure
Controlled ovarian stimulation,XBsUa5W9EG_,DvIOnUcyipG,Ovulation induction
Convexity or fullness associated with submental fat,xBlpn-qohbE,oOsSwWgJG2H,Fat tissue increased
Coproporphyria hereditary,AJ-J8F3TzdF,VopM2b122PC,Porphyria acute
Corneal ectasia,qWk440qNgVA,P8IiXGbAhk9,Corneal disorder
Corneal erosion,SrJDvvSxLBG,OuED-iN6bMC,Corneal erosion
Corneal neovascularisation,YtwCxRfrwcB,nUS5c34YIpE,Corneal neovascularisation
Corneal ulcer marginal,zEXo5fvmFwG,0H7rJh7Lu-C,Ulcerative keratitis
Corns,5-UJwoNmPrC,B-wKOy6bhu8,Hyperkeratosis
Coronary angioplasty,R8x08AewdG7,OEML7wM0Y96,Coronary angioplasty
Coronary arterial stent insertion,_PSg6D2F287,os8lpnP6eM-,Coronary arterial stent insertion
Coronary artery disease,fx7YnoFNI34,gdLw2jd7R4H,Coronary artery disease
Coronary atherosclerosis,bGXUhZGue68,vNfn-3AlVIE,Arteriosclerosis coronary artery
Coronary heart disease prevention,7TYpZBdtaM5,zvHtIVb3CO9,Ischemic heart disease prophylaxis
Coronary heart risks prevention,Twt8_3RdUm4,zvHtIVb3CO9,Ischemic heart disease prophylaxis
Coronary spastic angina,Friw9f26re-,C5SGnnfNH7F,Angina pectoris
Coronary syndrome acute,yjd9v7AYFdC,hdVxxZRcSl5,Acute coronary syndrome
Cough,dmNfR0JYjK6,kJzB68mff46,Cough
COVID-19 infection,XU7oGAjnpp8,B5Lcs1m80M5,COVID-19
COVID-19 infection mild-moderate,b0d4btpw4v6,B5Lcs1m80M5,COVID-19
COVID-19 infection severe,zWukaByx7iA,B5Lcs1m80M5,COVID-19
COVID-19 Pneumonia,UCVaAbGITPC,B5Lcs1m80M5,COVID-19
COVID-19 prophylaxis,4dPVfEZiAyA,ImYaDGkFkFD,Antiviral prophylaxis
COVID-19-induced acute respiratory distress syndrome,bEAoej_K1S7,3mLgvRv0Q9D,COVID-19 pneumonia
Cowpox,oFZNHnLagjA,dikHZPRXU3H,Cow pox
Cramps abdominal,HOMVRN90zQC,xe3Wo3TBS8D,Abdominal pain
Cramps menstrual,bRnt8jIiWr_,x_zAsO7yEwC,Dysmenorrhoea
Cretinism,zgHH8Ws36Z8,QGDJvS_RRp_,Congenital hypothyroidism
Critical illness,d52oAPtI2CG,XmQ3bZ-qvmG,Critical illness
Crohn's disease,G9ykrwiQ5m6,7EpUqxruCTC,Crohn's disease
Crohn's disease complex perianal fistulas,fVW-NJhDqY-,7EpUqxruCTC,Crohn's disease
Cryopyrin-Associated Periodic Syndromes (CAPS),U4U7yx3Mia4,AgMjBp25pI_,Chronic infantile neurological cutaneous and articular syndrome
Cryptitis,oYVHPcTlvJ_,IV7aDvVPct8,Colitis
Cryptococcosis,iW4hJjCANL8,k_QFSlkAuNA,Cryptococcosis
Cryptorchidism,HZ1QBPM2OF-,ublhbbuVKpE,Cryptorchism
Cryptosporidiosis,Hxw36tJcgX4,fYCw7CvsJb8,Gastroenteritis cryptosporidial
Cushing's disease,AjHYtojjZY6,A-Ev4wJj8k5,Pituitary-dependent Cushing's syndrome
Cushing's syndrome,sTvAaN4Zz7F,9hgsdyZ5vx5,Cushing's syndrome
Cyanotic congenital heart disease,nBHtklO2zm8,oZf6_YqQoLD,Cyanotic congenital heart disease
Cyclic neutropenia,0XdVVE86wt4,W25WIif3JgD,Cyclic neutropenia
Cyclitis,O0_ycFV2_z6,pqHnhbtAh6H,Cyclitis
Cycloplegia,s_QrC9BnF3_,PNuUu6Rm45G,Cycloplegia
Cycloplegia induction,5SLPy1SzHGD,91p-w0_fhJH,Cycloplegia induction
Cyst aponeurotic,qqvAQVvRRc5,bU-uKfdCgO9,Fibromatosis
Cyst ganglionic,JIAGPX2Amn4,YHgyz8JaVY-,Synovial cyst
Cystic fibrosis,VU8xjCneB24,iGAjHUvwGo8,Cystic fibrosis
Cystic fibrosis in patients with F508del mutation in the CFTR gene,5XSmaxX3R7F,iGAjHUvwGo8,Cystic fibrosis
Cystic fibrosis in patients with G551D comutation in the CFTR gene,_IcVkZDRdN_,iGAjHUvwGo8,Cystic fibrosis
Cystic fibrosis in patients with mutation in the CFTR gene,t3OjmmdqRN_,iGAjHUvwGo8,Cystic fibrosis
Cystic fibrosis in patients with R117H comutation in the CFTR gene,2_tJ9Tmviz4,iGAjHUvwGo8,Cystic fibrosis
Cystic fibrosis lung,v7LaMYqZaWA,W_x8rV4Knu_,Cystic fibrosis lung
Cystic fibrosis pancreatic,8UphGPDOqRD,_oWNc-yJDy8,Cystic fibrosis pancreatic
Cystinosis,A4Ma1vGPVCB,vvnEM97txk7,Cystinosis
Cystinosis nephropathic,NV4zh2etQ_-,vvnEM97txk7,Cystinosis
Cystinuria,ALDM04zReA6,IDcsdcm2PRB,Cystinuria
Cystitis,BsQ5Qopuem7,uod5wiTgj2-,Cystitis
Cystitis hemorrhagic ifosfamide-induced,XdD0LIw0T28,3nUpVoedx_H,Toxicity to various agents
Cystitis interstitial,3CLX1M2yAfE,0zY3laZ2FDG,Cystitis interstitial
Cystoscopy,gf5tW1f38P5,3B6u0O4-wd9,Cystoscopy
Cytokine release syndrome,GSBssNc6sP9,lSCJuLkvWPC,Cytokine release syndrome
Cytomegalovirus infection,btdw3nqqhA4,UpxhiWqxRI8,Cytomegalovirus infection
Dacryocystitis,DLzU98tXllC,Y71c3zWaee8,Dacryocystitis
Dandruff,PAlyxqOL0LE,s5w-7l5pd-H,Dandruff
Daytime sleepiness,cHhz1cMiN1_,j3kO6YSQSIA,Somnolence
Debridement,eJaMf-7hOA6,qfH5YelJG4F,Debridement
Decompensation cardiac,8zVHp2y0Ph-,_KhqpPl8QTG,Cardiac failure
Deficiency alpha 1-antitrypsin congenital,S5HB4cnvhN_,9iRsaeUOTa7,Alpha-1 anti-trypsin deficiency
Deficiency calcium,xKB3jF95j5E,VSQpt8_vpW7,Blood calcium decreased
Deficiency follicle-stimulating hormone (FSH),TibURod9IY6,jgAjiiut9sH,Blood follicle stimulating hormone decreased
Deficiency hormone insulin-like growth factor-1(IGF-1),u4utWGiyCk5,bOMCO15wTt7,Insulin-like growth factor decreased
Deficiency iron,sLYtGdzoqYC,I2SnyAFaHFH,Iron deficiency
Deficiency luteinising hormone (LH),TQ8yoEHxXSB,3TLv40iSXC_,Blood luteinising hormone decreased
Deficiency pyridoxine,_75kwQjrVO7,4NI8UTQDzFD,Vitamin B6 deficiency
Deficiency sucrase,T7I2kIwySw-,hYDXGEKTgd_,Sucrase-isomaltase deficiency
Deficiency testosterone,hHBgLq0ov_7,QIK9xAMkKoH,Blood testosterone decreased
Deficiency tetrahydrobiopterin (BH4),WLw2CWTzsdB,pZEDFY48KZ6,Phenylketonuria
Deficiency thiamine,wcg7ByWRf_F,92COzXpI5LH,Vitamin B1 deficiency
Deficiency vitamin A,mGtO-7VihI_,pBX-g9MKY-4,Vitamin A deficiency
Deficiency vitamin and mineral,L3B4rLNrDgA,oivDmB_YmC_,Hypovitaminosis
Deficiency vitamin B12,KGkdMqWd3V6,Pe1Z_iqLxC-,Vitamin B12 deficiency
Deficiency vitamin B5,-BUaU6Bdqe4,J3UjrQBcEK_,Pantothenic acid deficiency
Deficiency vitamin E,emIAhB97kKB,ldqz3DIYXmD,Vitamin E deficiency
Deficiency vitamin K,S2RK1pXCqNE,fnnDatANWiD,Vitamin K deficiency
Dehydration,NKyNd3HkboG,f0Un_30W2d7,Dehydration
Delirium tremens,YWaXoAQz7e6,AFFsqD9nvBF,Delirium tremens
Delta4-3-oxo-steroid 5beta-reductase deficiency,fjC2YW9KNVD,Z_f3wVQthwE,Delta4-3-oxo-steroid 5beta-reductase deficiency
Delusion,RL2Qb9Z-AZB,39BcUTv0IgE,Delusion
Dementia,4Kbe2QizcU4,W3OjxV8p1V6,Dementia
Dementia Alzheimer's type,c-b58ktHeT8,zGlop80gu19,Dementia Alzheimer's type
Dementia due to Parkinson's disease,eqyF-4XiP9G,W3OjxV8p1V6,Dementia
Dementia vascular,y2zti7R3a05,Jg7XThyNgaF,Vascular dementia
Demodex blepharitis,2csoljHMYQB,gumxaDoGA2B,Demodicidosis
Demyelinating polyneuropathy,Z3zZuD-aOFB,P3_2FV9nyxG,Demyelinating polyneuropathy
Demyelination,r6oOgpa9Io9,ESWeAaCiz98,Demyelination
Depression,L-ah2fHTOwA,esWlBjSlFC7,Depression
Depression associated with bipolar disorder,KuMbku-hkx-,qf8DhRqkPAF,Bipolar I disorder
Depression respiratory,gFxhiGaK2o-,XW-DO97mTT8,Respiratory depression
Depression respiratory secondary to curare,gF5h68lBwX_,kA9pOvHRmG4,Chemical poisoning
Depression respiratory secondary to opiates,68iXopvZY3E,3nUpVoedx_H,Toxicity to various agents
Depressive symptom,nYhmSHYSZd-,NaMDjFOamkH,Depressive symptom
Dermatitis,xQ7XIVkx_88,m8PPgJ4mOU7,Dermatitis
Dermatitis allergic,Zzc1vaSRJpB,lG63ppiQAR6,Dermatitis allergic
Dermatitis atopic,jcLv_lLxKg6,KUCalcVrZaA,Dermatitis atopic
Dermatitis contact,x44BQS8DSz8,mF4YYYjK1n_,Dermatitis contact
Dermatitis contact poison ivy,TVKr54OrOQE,mF4YYYjK1n_,Dermatitis contact
Dermatitis diaper,9ly03P1Yrx5,3tKy8fRTpX_,Dermatitis diaper
Dermatitis drug-induced,_tMzTWIqFO8,3nUpVoedx_H,Toxicity to various agents
Dermatitis eczematous,cXZMdFkcbxE,tdx_ilYaL0D,Eczema
Dermatitis exfoliative,9FNi3VQdRg5,UjTYS32wds6,Dermatitis exfoliative
Dermatitis herpetiformis,rFBb5v9a3m4,DVhyegrjdCB,Dermatitis herpetiformis
Dermatitis herpetiformis bullous,x6ejESCt_R9,DVhyegrjdCB,Dermatitis herpetiformis
Dermatitis infectious,HZYWTZqiPLF,5mcd4-DyXT6,Dermatitis infected
Dermatitis seborrheic,ugMsphGboCB,fT1IPhNIzSA,Seborrhoeic dermatitis
Dermatitis secondary to ammoniacal urine,jBQuKZhLqYF,mF4YYYjK1n_,Dermatitis contact
Dermatitis stasis,3-o1fJAUeBA,tfA8TGmWr_8,Stasis dermatitis
Dermatofibrosarcoma,DzRX68U00nD,oopQB-Omfs4,Dermatofibrosarcoma protuberans
Dermatographism,qxRyzYAy6IF,YOJ3JoNFR6C,Mechanical urticaria
Dermatomyositis systemic,8wji71In1K5,HeBk0qZAYy4,Dermatomyositis
Dermatosis corticosteroid-responsive,-bdWn82SNY_,OOyN7SYJ6N8,Dermatosis
Dermatosis corticosteroid-responsive with secondary infection,vXAIUXvLZF7,OOyN7SYJ6N8,Dermatosis
Dermatosis exudative,1S77ZVEn0L6,OOyN7SYJ6N8,Dermatosis
Dermatosis with secondary infection,s-hgKslep8G,5mcd4-DyXT6,Dermatitis infected
Dermographism,9FbgdnywulA,YOJ3JoNFR6C,Mechanical urticaria
Desensitization treatment of highly sensitized kidney transplant people with positive crossmatch against an available donor,dUwDKcJGbTH,qEZWXFduIgC,Renal transplant
Desmoid tumor,_EFQlbGKUPF,awPc0wdapQ9,Desmoid tumour
Desmoplastic small round cell tumor,pPDzceI4Ft6,2GTu6QSnH77,Desmoplastic small round cell tumour
Diabetes insipidus,YauJppRkbwD,AkoRZ-LdhQE,Diabetes insipidus
Diabetes mellitus,VoRJvJYzCK7,w8xJyOPyRe9,Diabetes mellitus
Diabetes mellitus type 1,P2R7ndPAqm-,7BXt4LBPi8B,Type 1 diabetes mellitus
Diabetes mellitus type 2,PvB1j570JhC,6OLx0r25ib4,Type 2 diabetes mellitus
Diabetes neonatal,g1vQtqqcDN_,yT-XrkdMk8G,Neonatal diabetes mellitus
Diabetic acidosis,1RsdhdYZZd4,uLaU1LCWIIB,Diabetic ketoacidosis
Diabetic gangrene,dt1lyOvBlKB,SWXAZRvMG15,Diabetic gangrene
Diabetic macular edema,NF4DybVCQVF,GJtrrWXjNVD,Diabetic retinal oedema
Diabetic neuropathy,n9eIM0U-iSH,gxivBvT5wR9,Diabetic neuropathy
Diagnosis anacidity,842_EOSBh66,qS_aDwKvru8,Gastric pH
Diagnosis appendicitis,bFxSpDMnXFA,6M8n_aASYmA,Scan with contrast
Diagnosis atherosclerotic coronary artery disease,rrEr38lQgqB,WdiQcCQiHXE,Arteriogram coronary
Diagnosis bronchial hyperactivity,uTHCw26w-Z7,llwBYGfR33B,Pulmonary function challenge test
Diagnosis cardiac output,BMmntEaJC1-,9vDa-OgsbE-,Cardiac output
Diagnosis Cushing's syndrome,xJ26KBU1pVC,xCQJdH3GmjC,Blood corticotrophin
Diagnosis dementia,Onsv7W9ZZ4A,BnxR-LdGBZ_,Scan brain
Diagnosis detection Helicobacter pylori,ZXcgbX4FX27,mv9-ZXJbqLD,Microbiology test
Diagnosis gastrinoma,q9Gj5Y3o4t9,nV4P9pnVEH7,Blood gastrin
Diagnosis gonadotropin deficiency,9hahqcuNqT9,qzBSP-Hg4E6,Blood gonadotrophin abnormal
Diagnosis growth disorders,F6SP0hKgdL5,1hrrIde8vIB,Blood growth hormone
Diagnosis growth hormone secretion,cQdm5jdt8qH,1hrrIde8vIB,Blood growth hormone
Diagnosis histoplasmosis,MgW_qTxFfOF,iNgHIB43fCB,Fungal test
Diagnosis hypersecretion gastrointestinal,xKaWnUEpSZC,QU9MIuiv97A,Gastric fluid analysis
Diagnosis insulinoma,qvB01UwAvtB,571--G71oEG,Blood insulin
Diagnosis ischemic heart disease,l6zOaEqDXN6,89ABzRFRd17,Cardiac imaging procedure
Diagnosis liver blood flow,aMX48CCD5CG,WYvsBA3YWgF,Liver blood flow investigation
Diagnosis liver function,XwbF-tGfmaH,vOTGpfmzrBA,Liver scan
Diagnosis loss of nerve cells in brain,D0rolzzHbk9,BnxR-LdGBZ_,Scan brain
Diagnosis malabsorption,fwai_0hm8O6,0KI3k3H_AgC,Malabsorption
Diagnosis myasthenia gravis,N4PGe7PAeUG,oL5hjI-8Jc9,Myasthenia gravis
Diagnosis opiate intoxication,pVNhuTZ_OHC,wVuGfHoV07F,Opiates
Diagnosis pancreatic adenoma,Gn946z5-81F,571--G71oEG,Blood insulin
Diagnosis pancreatic disease,o02IjDWpZH5,gaqCy2X6_N_,Secretin test
Diagnosis Parkinson's disease,6RoR9vmbKK_,BnxR-LdGBZ_,Scan brain
Diagnosis pheochromocytoma,ZWrfvef1DkC,6M8n_aASYmA,Scan with contrast
Diagnosis renal blood flow,lsTV5VjrK24,hgcmHSZclmF,Renal blood flow test
Diagnosis renal function,2PSMnlffkX5,ehaz71pq_DD,Renal scan
Dialysis,7aRcc_Zu-z8,2dLbfMyf9v_,Dialysis
Dialysis continuous ambulatory peritoneal,u7CHn8w2ohE,jqyTdqyfMs7,Peritoneal dialysis
Diamond-Blackfan syndrome,RgKyF4DsEiD,SmYRdFzrDf4,Congenital aplastic anaemia
Diarrhea,jLVhJTszHqE,S37sFpjNa2B,Diarrhoea
Diarrhea anti-retroviral therapy induced,8fpxPFduMq4,3nUpVoedx_H,Toxicity to various agents
Diarrhea carcinoid tumor,-ev74IlV0a8,S37sFpjNa2B,Diarrhoea
Diarrhea functional,a0tNHLy7wAA,S37sFpjNa2B,Diarrhoea
Diarrhea infectious,tmmWzGp_DT_,75T1ij5M3s-,Diarrhoea infectious
Diarrhea secondary to chemotherapy,DqO550MJrb_,S37sFpjNa2B,Diarrhoea
Diarrhea secondary to irritable bowel syndrome,5sy3V9_FdNC,fzIaQEFVGFA,Irritable bowel syndrome
Diarrhea secondary to radiation therapy,sipXpqLA_jG,S37sFpjNa2B,Diarrhoea
Diarrhea vasoactive intestinal peptide tumor,J6qdaxo1NEG,S37sFpjNa2B,Diarrhoea
DiGeorge's syndrome,yrfVL6tila6,QTr44h9SbG_,DiGeorge's syndrome
Digital ulcer,D2RHr2FoacB,V4FMInkcsT7,Skin ulcer
Dilated cardiomyopathy,aWlnqAQTTN7,ln6lCS6C9n4,Congestive cardiomyopathy
Diphtheria,l92yZNxEybE,IbEbW0zz6fB,Diphtheria
Disc herniated,oVqkcC8nWUG,q1gq9BGCblF,Intervertebral disc protrusion
Disorder endocrine,UMYZMUsFAk8,YOvkfQmqyWF,Endocrine disorder
Disorders of urea cycle metabolism,iAMNiiopD1E,NiCdA1fYng_,Amino acid metabolism disorder
Disruptions of 24 hour sleep-wake cycle,1wvMMiDs5R6,ZEZrHIL-MN4,Circadian rhythm sleep disorder
Disseminated aspergillosis,Z7VdycJQ4p5,zm6o8obuG8D,Disseminated aspergillosis
Disseminated intravascular coagulation,8yUlGq9GS9C,UuWEDHtM5s7,Disseminated intravascular coagulation
Distention abdominal postoperative,3ExDRFUUx8F,lTh5v3Zl8W9,Gastrointestinal disorder postoperative
Diverticulitis,6JnQQf48oL_,dLHYAiq2J2B,Diverticulitis
Donovanosis,XLeHdEaEoQ9,13XPanb89K9,Granuloma inguinale
Dravet syndrome,T2ULdJvJpl_,XmQgIHoAWs-,Severe myoclonic epilepsy of infancy
Drooling,Za1gV4aIr1E,EHmjppgqhE9,Drooling
Drug dependence,mOdV5A5ple_,y0RqrQXjvzH,Drug dependence
Drug hypersensitivity,1ZDGGYPfQW6,FG9roVOmzV8,Drug hypersensitivity
Dry eye syndrome,Esg2rR-pBjD,gf95NSNvtNA,Dry eye
Dry skin,ShphpTz_qe5,5ELPVFY8wcE,Dry skin
Duchenne muscular dystrophy,0FhvWcF7tpF,pQT2VCQ5KQ6,Duchenne muscular dystrophy
Ductal Carcinoma in Situ,Xe2RkLKDVPG,sNptojrcTU4,Breast cancer in situ
Ductus arteriosus,NaYQ8ALy6aC,1QDw31MSr65,Patent ductus arteriosus
Duodenitis,wVMSG4TyHo8,7l9K-6LAlDA,Duodenitis
Dupuytren's contracture,vCOwT171xhD,4P4UaZpyjb-,Dupuytren's contracture
Dwarfism,KCU34iL6DqE,S16vKv98MeC,Dwarfism
Dysbetalipoproteinemia primary,6Z71bbytjeD,8mwuWWdZihA,Type III hyperlipidaemia
Dysentery,yIsBRm5ESz7,2udZfeYprL6,Dysentery
Dyskinesia,QkGJ8tO5ozB,R97rQ-WfvoD,Dyskinesia
Dyslipidemia,M9pVEGLD0PD,Do0igUgH0f-,Dyslipidaemia
Dysmenorrhea,lGTzOsb3c29,x_zAsO7yEwC,Dysmenorrhoea
Dyspareunia,x4n7lGlr42G,BfBYAZ29Ia4,Dyspareunia
Dyspepsia,fTGelB7J8HB,05xalARbe35,Dyspepsia
Dyspnea,1s0ieJigPG_,qd1MqtGaw9E,Dyspnoea
Dystonia cervical,EQ2FPCfe2NC,_e7nA2xJ6bA,Torticollis
Dystrophic epidermolysis bullosa,I-hrOCykhj6,ZmuWRnpjuoA,Epidermolysis bullosa
Dystrophinopathy,ZOP8aunj7iG,9ealLSvXJ4G,Dystrophinopathy
Dysuria,6_PpWZbIMt5,qSIv66LHOy8,Dysuria
Dysuria secondary to urinary tract infection,CWy1fP0d5f_,qSIv66LHOy8,Dysuria
Eaton-Lambert syndrome,e4DNjuGqnv-,tXP57ukfzWE,Myasthenic syndrome
Ebola virus infection,-nfOTx1Mch5,qb1xOXnaiw8,Ebola disease
Echocardiography,cU7ybXWYM9B,pFztryIO4R7,Echocardiogram
Eclampsia,bYEuC90EoAF,JXKPkEYhmSH,Eclampsia
Ecthyma,2P9MNnUhUT5,Oyth2yXfiTB,Ecthyma
Ectopic ACTH syndrome,T76x0yszAb_,Kl7f0QbZZ78,Ectopic ACTH syndrome
Ectromelia virus infection,-UbPLRIVYcB,Oql0_SXGaP9,Ectromelia virus infection
Eczema,xtOTWShcXrG,tdx_ilYaL0D,Eczema
Edema,YDjfe3mmQM7,hI2hoEzgY3C,Oedema
Edema cerebral,FX-wv5I5VS8,II3ofVX0fH-,Brain oedema
Edema corneal,cLAGk6odGwG,dtkWRyyFHy4,Corneal oedema
Edema drug-induced,rI0Q6elYp47,3nUpVoedx_H,Toxicity to various agents
Edema laryngeal,5o2lkZBAGd-,Lxz_gvqNP9_,Laryngeal oedema
Edema pulmonary,edjmP2qTxV_,kJfjgv2iUaD,Pulmonary oedema
Edema secondary to chronic renal failure,upjsbQCBaZH,4DVooOo_uIA,Oedema due to renal disease
Edema secondary to congestive heart failure,ssjFqHZiJ24,DBpp36AAGQF,Oedema due to cardiac disease
Edema secondary to corticosteroid therapy,pxB-uCztH67,3nUpVoedx_H,Toxicity to various agents
Edema secondary to heart failure,fr5hs4eyH8E,DBpp36AAGQF,Oedema due to cardiac disease
Edema secondary to hepatic cirrhosis,6qd1ZsDMkAE,-SHxUqJPWDB,Oedema due to hepatic disease
Edema secondary to nephrotic syndrome,ZcAt0Cy4PTB,4DVooOo_uIA,Oedema due to renal disease
Edema secondary to renal disease,CbyxWWYVvLD,4DVooOo_uIA,Oedema due to renal disease
Edema secondary to renal dysfunction,IO_yTywsmb_,4DVooOo_uIA,Oedema due to renal disease
Effusion malignant,FH4w6ukKtCG,KSrpFwlWV1E,Malignant effusion
Effusion peritoneal malignant,h_q-uGMPWk_,RqzH8umj-M7,Malignant ascites
Effusion pleural malignant,ndvP7SK7EW9,bXDZ2GCHtEG,Malignant pleural effusion
Effusion secondary to neoplasia,YPkDrEu8w_F,bXDZ2GCHtEG,Malignant pleural effusion
Eisenmenger's syndrome,FBkYhqLm03-,7nR2gQlid57,Right-to-left cardiac shunt
Electrolyte imbalance,h4uLGXeqQwH,C6OZDxnVei5,Electrolyte imbalance
Embolism arterial,2QQtCosHJE7,BcVn3QCW3cC,Embolism
Embolism arterial prophylaxis,ICNoYZ7NekG,6G-ln9cz17F,Embolism prophylaxis
Embolism pulmonary,gcEnZB2e0bG,qC4XIVXOJm4,Pulmonary embolism
Embolism pulmonary evaluation,5I1cFL7BXZE,j5G6VTtEOA4,Lung scan
Embolism pulmonary prevention,r2eoNllFNy6,tw8VPaCM5P_,Prophylaxis against embolism
Embolism pulmonary prophylaxis,JtVqA9UuI79,6G-ln9cz17F,Embolism prophylaxis
Emergency contraception,K6zNCvLe7o-,ZHToPVIpAlG,Post coital contraception
Emotional lability,dsZZbGt8Tl4,8Xnw11TBPSF,Affect lability
Emphysema,5J0_ExZjvS5,92mSmqtw17B,Emphysema
Emphysema panacinar,uHLQj6hTqq5,92mSmqtw17B,Emphysema
Empyema,d1VEE6yAp1H,CDFhLIzJ9_A,Empyema
Encephalitis,feiSyk-ECG7,pkVIfJbrPpC,Encephalitis
Encephalitis secondary to hyperammonemia,SZzUNghIIO_,pkVIfJbrPpC,Encephalitis
Encephalopathy hepatic,XJ7DPj8utNE,d2p6ItiN3VD,Hepatic encephalopathy
Encephalopathy secondary to lead,-5Qwt9Xqth8,P-SiJDxp1P7,Metal poisoning
End stage renal disease,y7URTPUZOA-,a0VkCgSSrZF,End stage renal disease
End stage renal failure,VbgGeGPr7e8,70RPo_sRDdD,Chronic kidney disease
Endocarditis,AuXygh0FDWC,A9Z7VfyMbD5,Endocarditis
Endocarditis candidal,eIXbwY4UAX4,Awdtpn13EH9,Endocarditis candida
Endocarditis gonorrheal,sXFQ5bkN2SB,3TJ730cBVk_,Endocarditis gonococcal
Endocarditis infective,bl2OZPco6hG,-s3p_n_9J-6,Endocarditis bacterial
Endocarditis prevention,hGGinwDKMaH,tBcuztzP216,Endocarditis prophylaxis
Endocervicitis,LRN6JbVR0WD,7cdPsSSX6wB,Cervicitis
Endometrial cancer advanced,ipJHjhWoGSG,LP9euIeBBh6,Endometrial cancer
Endometrial cancer metastatic,Ru9A7r-tvLG,LP9euIeBBh6,Endometrial cancer
Endometrial cancer microsatellite instability-high,6lySmw9gYc-,LP9euIeBBh6,Endometrial cancer
Endometrial cancer mismatch repair deficient (dMMR),xlFf68YHuY-,LP9euIeBBh6,Endometrial cancer
Endometrial cancer mismatch repair deficient or microsatellite instability-high,tXPN6EmVI0D,LP9euIeBBh6,Endometrial cancer
Endometrial hyperplasia,oR2PxwgnfeB,PzfdX9p3rKF,Endometrial hyperplasia
Endometrial hyperplasia prevention,hp4Zr28_hdB,GdjurM_c3a6,Cancer prophylaxis
Endometriosis,KVTIYpcGGd7,AvzpoKHQvAE,Endometriosis
Endometriosis related pain,l8gSvOX0HNG,AvzpoKHQvAE,Endometriosis
Endometritis,3T7s8jOIHLD,xCgV_dpv1L_,Endometritis
Endometritis postpartum,tS9zaZlvAH4,2C6CgRbnF48,Endometritis decidual
Endomyometritis,ohR4Q8L5BWF,xCgV_dpv1L_,Endometritis
Endoscopic retrograde cholangiopancreatography,twMMjaQdgY5,Q2f6yRBFJU4,Endoscopic retrograde cholangiopancreatography
Endoscopy,cPzz5gOgUzF,Ltyfek1OQQH,Endoscopy
Engorgement breast,bFLxBcNqp7-,SsLWLwTb6D9,Breast engorgement
Enhanced visualisation of malignant tissue during surgery,3j3dTV7JpdH,k1w7fCc8zcB,Photodynamic diagnostic procedure
Enteritis,E4jFp6LNNm6,acBz0W35kRE,Enteritis
Enteritis regional,0AMejFGIRs5,7EpUqxruCTC,Crohn's disease
Enterobacter infection,a9MNmPqfX5E,sadIpOXG295,Enterobacter infection
Enterobiasis,8acXc654X1_,7ArOa2DXrh6,Enterobiasis
Enterococcal infection,UWFAFyygzRD,sQi1OoT6_V6,Enterococcal infection
Enterocolitis,mNTLl5OyVw8,LSVO4RvrANC,Enterocolitis
Enterocolitis acute,qP5A3DYcnfA,LSVO4RvrANC,Enterocolitis
Enterocolitis bacterial,rF9whNaGoAD,ZXVcPAroxx5,Enterocolitis bacterial
Enthesitis,hG48gfNH8rF,oWtRLTPak_A,Enthesopathy
Enthesitis related arthritis,x0ZnoA2ZnC9,FMsDJS4NvU6,Juvenile idiopathic arthritis
